SNP Name,Position (cM),Mean LOD,Mean P Value,Variance LOD,Variance P Value,Joint LOD,Joint P Value,A Mean Est,A Mean Lower Bound,A Mean Upper Bound,A Standard Deviation Est,A Standard Deviation Lower Bound,A Standard Deviation Upper Bound,B Mean Est,B Mean Lower Bound,B Mean Upper Bound,B Standard Deviation Est,B Standard Deviation Lower Bound,B Standard Deviation Upper Bound
bnlg1429,1,0.07379183564223137,0,0.11948712882138429,0,0.196981086774649,0,62.12448132780033,61.334348185565034,62.91461447003563,8.328018272086112,7.151938807539365,9.697494652371354,63.01209677419312,62.10905009606001,63.91514345232623,9.438272081274679,8.122961740379315,10.966564010433128
ufg13a,9,0.001355927498478925,0,0.035341935859374965,0,0.037542651074045606,0,61.74050632911414,60.666430609468485,62.814582048759796,14.359612548643252,12.294084975343967,16.77216913342375,62.33225806451632,61.599800319176005,63.06471580985663,13.70106982919482,12.263184766908523,15.307550039613039
umc1982,9,0.035346647269036024,0,0.010891369675700324,0,0.04488402519567827,0,62.028776978417355,60.78499543396895,63.27255852286576,10.396820673211865,8.559938106773446,12.627881038694817,62.55124653739619,61.88613867306973,63.21635440172265,9.131163601646396,8.09349129741674,10.301876613698765
bnlg1138,2,0.1448690344930928,0,0.12775236261896505,0,0.24654640550190388,0,62.3825503355701,61.59940871048054,63.165691960659665,20.45144173536692,18.507436376538905,22.599643761862136,60.592105263157556,59.55067471689324,61.63353580942187,19.263946211439208,16.749751721623586,22.1555298135041
jpsb527a,3,0.8811173636049173,0,0.33806206213372064,0,1.1937434940702731,0,61.19999999999992,60.172366916819065,62.22763308318077,13.693719205882948,11.79407967370322,15.899328381481826,63.18333333333324,62.428906755923975,63.9377599107425,12.979757073993545,11.561874969520044,14.571520116246264
ufg72,10,0.19483398587618525,0,0.003771420803757208,0,0.19940396511175032,0,62.02702702702737,61.19006184452297,62.86399220953177,8.692511464270014,7.48684777912618,10.092332285308533,62.67391304347862,61.72308042374494,63.6247456632123,8.384191442186445,7.023051143834331,10.009134875935715
mmp99,1,0.19957567245758123,0,0.0016565955359218248,0,0.2007301735599465,0,63.13744075829406,62.25740984574259,64.01747167084552,6.263055832561148,5.173735391187989,7.581730683132444,61.989010989011206,61.16842991527885,62.80959206274356,6.534422759714386,5.524004943021413,7.729660136639718
ufg14,1,1.736886396200713,0,0.13107179717585876,0,1.788463662628273,0,59.58940397351013,58.50868232530273,60.67012562171753,15.023401165603698,12.863495671240756,17.54597570917457,63.626666666666864,62.86832263496101,64.38501069837271,14.851174317707649,13.302602989915803,16.58001661645735
bnlg1127,1,0.20077396706757308,0,0.01416137249871559,0,0.2240761518924195,0,61.17050691244225,60.35522987769469,61.98578394718981,15.919284763165486,14.093294429204969,17.981858581311773,62.51121076233169,61.574990882262455,63.44743064240093,18.85680612360068,16.721443682825488,21.26485870046482
lim424,3,0.07988732888550375,0,0.06612865089150935,0,0.1437742619236932,0,62.49350649350634,61.76763215647478,63.219380830537894,11.56463607554126,10.273704466821155,13.017778347783436,62.12269938650293,60.986866580890975,63.258532192114885,13.10116377399276,11.13391364772979,15.416007134919514
gpm660a,1,0.04555150560854721,0,0.2657359085970413,0,0.3087122979808073,0,61.80272108843499,60.708989333246365,62.89645284362362,15.803884593037003,13.54356231572598,18.44143825734996,62.65732087227382,61.90667503688564,63.407966707662005,16.043630069565495,14.452459503415128,17.8099835358987
IDP355,4,0.2007696731108225,0,0.5567764460130746,0,0.7481167184939901,0,61.63670411984999,60.78005856494984,62.493349674750135,16.335351100859896,14.552921859342682,18.336090729234304,63.38604651162774,62.536021277833434,64.23607174542204,14.445438093826905,12.700261180060318,16.430424442782556
bcd926a,7,6.920766232025918,0,0.3089495888438103,0,7.172467162179497,0,65.3648068669527,64.5193015744509,66.2103121594545,16.58180822630821,14.71797336928284,18.681672887648414,59.47674418604648,58.66516637561179,60.28832199648117,16.765141634268883,14.969116694037771,18.776657284597604
IDP1694,9,6.471239528495698,0,0.01789064154176306,0,6.4985564286475634,0,59.44444444444392,58.66397118778397,60.22491770110386,13.84114221864536,12.268915444623909,15.614845401898485,65.67391304347778,64.77535538151109,66.57247070544447,15.289010729629755,13.476166364642351,17.345723016898763
gpm788b,2,2.621097635305764,0,0.34120967577777994,0,3.0488167262808745,0,60.93782383419678,60.01622355665807,61.859424111735485,10.397977908496475,8.890795615495401,12.160660222257995,65.13297872340415,64.15775765868294,66.10819978812536,10.821519385913108,9.233823038153306,12.682209885962182
umc1697,10,0.048940267426858156,0,1.3681546847978645,0,1.422073338721449,0,62.44128113879021,61.65513235094269,63.22742992663773,13.681419859549981,12.16469985943929,15.38724765396032,62.34682080924874,61.30658544948059,63.38705616901689,14.21277592384729,12.23609727495602,16.508776852807365
IDP288,3,0.004355612858092067,0,0.43603713351225987,0,0.44532723795167645,0,61.84905660377373,60.88033781483163,62.81777539271584,11.6313619350029,10.030870326056073,13.48722255053087,62.86296296296312,62.08799805374862,63.63792787217761,10.57867524233264,9.278157703632871,12.061486068395205
umc1880,1,0.49781790093146333,0,0.28252027973116217,0,0.8212136545227204,0,61.8117283950615,61.108442349800825,62.515014440322176,12.428556620133147,11.113556261225401,13.899153072971751,63.57317073170705,62.48231568957425,64.66402577383985,13.706598509289005,11.712908980536128,16.03963993974828
IDP2355,7,4.003024171200027,0,0.3235457155309311,0,4.2418369265337,0,64.11660777385126,63.323273903244875,64.90994164445763,3.066352080374772,2.3297774254674684,4.035799719765969,59.99999999999966,59.0777042544296,60.92229574556972,3.0327658905306163,2.185555671949024,4.208389227881672
mmp195g,1,6.501744676775288,0,0.34190920117325485,0,6.541136082118973,0,55.430379746835285,54.20127469220141,56.65948480146916,7.675801392671434,5.896527774189707,9.991969727952844,64.04953560371504,63.32879926259306,64.77027194483703,8.876570567589571,7.791219197311609,10.11311619477802
umc1953,4,0.20030271290101256,0,0.08948024140577675,0,0.2848526013798351,0,61.32019704433513,60.39790966684046,62.2424844218298,14.303651068452583,12.487532670986075,16.38389578458568,62.786259541984876,61.97980388716075,63.592715196809,14.205820838982957,12.605462604816035,16.0093565810255
asg63a,9,7.945756421179678,0,0.012387540757397973,0,8.032116991234522,0,59.8519855595664,59.09995130544654,60.604019813686264,13.679238004369974,12.181083655723699,15.361650709317178,65.57847533632254,64.68044027672306,66.47651039592202,14.692927852188467,12.911103486784029,16.720656688298977
IDP4038,9,2.43468160850116,0,0.04481829304570474,0,2.5346235116452487,0,61.11854103343463,60.42005099907006,61.817031067799206,11.106830391055292,9.888408371055856,12.475382964235047,65.20915032679737,64.04883905631065,66.36946159728409,12.502200656513129,10.543540351484994,14.824718836847119
IDP2594,7,0.6952517092812995,0,0.0876271662341582,0,0.8045315580915545,0,61.929260450160456,61.203613344330975,62.654907555989936,9.596146977516023,8.445389682515353,10.903704894131451,63.3040935672511,62.21096152371453,64.39722561078767,10.586915634202594,8.911546516120893,12.577253840617535
umc61,2,0.45894930975465303,0,0.04115450845226229,0,0.5172046489631409,0,61.96356275303632,61.096921996248476,62.830203509824166,9.900170923078763,8.565287677034256,11.443093098784454,63.8659217877094,62.9187060956049,64.81313747981389,9.292458053324566,7.838662457432186,11.01588149020558
gpm889,8,0.14349953742020047,0,0.0034434350926452455,0,0.14700645689507255,0,62.199999999999775,61.273938385659264,63.12606161434029,13.826491155625808,12.120746392034983,15.772284271389855,62.5605381165917,61.724280812794376,63.396795420389026,12.176961535378554,10.637459797683206,13.939266991766516
IDP1991,4,0.06576079911907164,0,0.00951308412054969,0,0.07541047345937663,0,62.228782287822824,61.42896513918904,63.02859943645661,13.73172515412557,12.185694932821635,15.473904175999524,62.65876777251182,61.721893378956516,63.59564216606713,14.200969715537946,12.403049832446433,16.259512263996776
gpm597,4,1.7196713256194165,0,0.08410197156821217,0,1.8243846523137397,0,63.748987854250515,62.90680323322646,64.59117247527458,14.62300903198447,12.938002273597533,16.52746603591694,60.561643835616,59.656282384153315,61.46700528707869,14.80926951458573,13.003712345192664,16.865527145924332
gpm178a,2,0.07695924624108431,0,1.507086673911958,0,1.587686835215709,0,61.347280334728055,60.51030093264227,62.18425973681384,12.023917044923337,10.525771645297693,13.735295232989927,63.11737089201876,62.19101979173808,64.04372199229945,12.547802875575021,10.898079642944477,14.447256962947757
umc1321,1,1.0824444705335718,0,0.5239981176017221,0,1.868138800793167,0,61.938953488372036,61.246752839373706,62.631154137370366,8.468554284850493,7.445707779481673,9.631913284737065,65.38679245283014,64.12529809934324,66.64828680631703,8.551070753605696,6.781294041904434,10.78272238031957
gpm598,3,0.06887531641585459,0,0.623357241484476,0,0.7007954549183708,0,62.34313725490167,61.392119979523066,63.294154530280274,11.589264198589861,9.985177481442795,13.451042298880562,62.91472868217025,62.10356953844167,63.72588782589883,11.144352923673967,9.761639954101074,12.722923880758666
gpm712a,6,1.2462332317547675,0,0.21138838734196863,0,1.4152032525466847,0,60.78395061728376,59.767363392316966,61.80053784225055,15.878233085845478,13.729932274797626,18.362675130686625,63.29927007299252,62.49173491890416,64.10680522708088,16.446767657101763,14.707390147914422,18.391853595115666
uck1,6,0.023863115178513382,0,0.14048623544017627,0,0.16399873312879185,0,62.35471698113228,61.51546152530355,63.193972436961005,13.916224952658482,12.319113422158344,15.720394016720121,62.22767857142878,61.36650428382166,63.0888528590359,13.122635097892108,11.493105842737563,14.983204215529293
IDP601,2,3.4618765926524024e-4,0,0.2146767902144997,0,0.2152915485921279,0,62.19230769230779,61.18955149107788,63.19506389353771,14.290101430006667,12.433284624928838,16.424219748853965,62.58759124087602,61.83467771422042,63.34050476753163,12.321616137472702,10.914389676035444,13.910280716161475
IDP3886,6,2.095751227447338,0,0.3362895256453089,0,2.4241358423431985,0,60.69194312796174,59.79201077579803,61.59187548012545,16.104972386907118,14.180697768811735,18.290364819246445,63.760147601475616,62.94413764844589,64.57615755450534,16.586679380290878,14.82507584584373,18.557607106050455
asg35b,1,7.254662921532424,0,0.7731335970329676,0,7.387444873708256,0,60.98742138364786,60.25566622957077,61.719176537724955,8.634376259974522,7.5550956503819595,9.86783713255073,66.10897435897442,65.10527080621178,67.11267791173707,8.34846351491803,6.899380107688416,10.101899297046975
umc1650,4,0.9745991969007712,0,0.009327587465026045,0,1.0001083429582023,0,61.722222222222,60.99317477805975,62.45126966638425,13.95829823893749,12.524044881635623,15.556802260651141,63.95238095238076,62.910763621017566,64.99399828374395,14.370528143070226,12.361762666141955,16.705714604632902
gpm628,3,0.2740199957942972,0,1.3345578334349137,0,1.5720104066078027,0,62.02955665024628,61.06948028592642,62.98963301456614,9.62086896917289,8.181502975666692,11.31346159712803,62.22779922779921,61.41214209961512,63.0434563559833,9.283523688702868,8.042725870936211,10.715746559278799
umc2310,6,0.6059085853355468,0,0.0042887982833275514,0,0.6082248822167954,0,61.83050847457616,60.96629584524337,62.694721103908954,13.637700864416013,11.990487018641664,15.511203554796284,62.75624999999988,61.652474270861504,63.86002572913826,14.350073222667103,12.273220470918531,16.77836733918754
asg33,4,0.2884857302780031,0,0.014068322508387836,0,0.3028834329461496,0,63.10402684563783,62.328751008410244,63.87930268286542,13.074839611812587,11.6333775063171,14.694909606586249,61.28235294117671,60.2919563093591,62.27274957299432,12.619220045801464,10.811001656499963,14.729876067368272
ufg121,7,3.426950491831868,0,1.3748187715535543,0,4.604642413034898,0,63.975694444444244,63.16034885039915,64.79104003848934,11.197398859468631,9.851319194870795,12.727406222235787,59.82741116751251,58.964237554813955,60.69058478021106,9.90871823077151,8.487188773672019,11.568341366624807
mmp87,1,1.4435317242614256,0,0.3151053999253585,0,1.7246524314558573,0,59.834532374100284,58.735333965301294,60.933730782899275,16.398094493955316,14.0403760283928,19.151730871660163,63.69508196721273,62.9393462827303,64.45081765169516,16.728864962007385,15.064543020795599,18.577060222189104
gpm548b,5,0.1604956540914559,0,0.02370398875514941,0,0.1810806399490805,0,62.93589743589729,62.06414185228067,63.80765301951391,13.90492521831995,12.227447877440058,15.812534820434601,61.27467811158783,60.41430999032723,62.13504623284843,13.690378070751088,12.035466258857285,15.57284509706212
IDP1489,1,0.08034728180346433,0,2.8543022482399825,0,2.9754719124837172,0,62.21428571428569,61.44386025359638,62.984711174975,12.004076668301924,10.616347327466773,13.573204814584246,63.14659685863871,62.12075395428903,64.17243976298839,13.16733963037725,11.347467494937021,15.279077293595327
IDP3866,4,0.28916393761992787,0,0.029924546626559134,0,0.30793336620675943,0,62.4802631578952,61.74929819202759,63.211228123762815,13.709399516581495,12.263918035388038,15.325252057532865,62.30898876404538,61.232764308603876,63.385213219486886,15.499788528442279,13.399487959425175,17.92930036982824
